,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/askartos/sandbox/caravel_tutorial/fossiAES/openlane/aes,aes,aes,flow completed,0h19m2s0ms,0h12m27s0ms,23471.875,0.64,11735.9375,10.61,2762.39,7511,0,0,0,0,0,0,0,22,0,0,-1,628137,85076,0.0,-1.45,-1,0.0,0.0,0.0,-28.79,-1,0.0,0.0,429210508.0,0.0,27.72,25.44,17.72,16.76,-1,13119,15855,192,2928,0,0,0,13484,112,30,59,1008,4266,426,52,1340,507,488,39,572,8784,0,9356,66.66666666666667,15.0,15,AREA 0,5,50,1,153.6,153.18,0.3,0.3,sky130_fd_sc_hd,4,4
